session_id,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,duration,total_fwd_packets,total_bwd_packets,total_length_fwd_packets,total_length_bwd_packets,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,waf_risk,behavior_risk,compliance_score,attack_stage,label
SESS_001,10.0.4.22,172.16.0.31,6373,445,6,2026-08-28 10:06:25,10.9364,271,166,351216,36686,35468.89,39.96,1.2328,0.9363,1,1,0,0,0.16,0.64,0.52,CREDENTIAL_ACCESS,FTP-Patator
SESS_001,10.0.4.31,172.16.0.13,60288,22,6,2026-08-28 10:02:36,99.6337,127,142,90932,23288,1146.4,2.7,0.7368,0.0793,0,0,1,0,0.07,0.71,0.53,LATERAL_MOVEMENT,SSH-Patator
SESS_001,10.0.4.46,172.16.0.37,53919,22,6,2026-08-28 10:06:35,86.8475,175,194,197750,54514,2904.68,4.25,1.0926,0.2588,0,1,0,0,0.05,0.8,0.66,LATERAL_MOVEMENT,SSH-Patator
SESS_001,10.0.4.14,172.16.0.25,27044,21,6,2026-08-28 10:02:40,90.7555,1,234,303,153972,1699.9,2.59,1.3215,0.4736,0,1,1,0,0.15,0.65,0.76,LATERAL_MOVEMENT,SSH-Patator
SESS_001,192.168.1.188,172.16.0.28,53739,8080,6,2026-08-28 10:04:03,80.9725,436,61,105076,19947,1544.02,6.14,0.7931,0.96,0,0,1,0,0.15,0.18,0.49,BENIGN,BENIGN
SESS_001,192.168.1.76,172.16.0.7,7728,80,6,2026-08-28 10:02:44,54.2607,293,187,32230,24310,1042.01,8.85,1.3608,0.3685,1,0,1,0,0.11,0.21,0.49,BENIGN,BENIGN
SESS_001,192.168.1.116,172.16.0.11,27811,22,6,2026-08-28 10:02:46,46.9553,256,345,348928,111090,9796.93,12.8,0.0394,0.963,0,1,0,0,0.14,0.07,0.4,BENIGN,BENIGN
SESS_001,192.168.1.212,172.16.0.15,16317,80,6,2026-08-28 10:07:00,5.7681,295,28,25665,24472,8692.12,56.0,1.6973,0.1415,1,0,0,0,0.09,0.24,0.44,BENIGN,BENIGN
SESS_001,10.0.4.31,172.16.0.24,46182,443,6,2026-08-28 10:01:25,105.8707,212,228,146280,24852,1616.42,4.16,1.2651,0.2738,0,1,0,0,0.1,0.82,0.47,LATERAL_MOVEMENT,SSH-Patator
SESS_001,10.0.4.45,172.16.0.6,62444,80,6,2026-08-28 10:07:10,72.0407,6196,65,5291384,80665,74569.64,86.91,1.2619,0.5832,1,0,0,0,0.0,0.11,0.69,IMPACT,DoS GoldenEye
SESS_001,192.168.1.177,172.16.0.7,46468,80,6,2026-08-28 10:04:21,44.2421,74,81,12284,109431,2751.11,3.5,1.4933,0.2242,0,1,0,0,0.13,0.14,0.42,BENIGN,BENIGN
SESS_001,10.0.4.44,172.16.0.44,6619,609,6,2026-08-28 10:01:28,119.5836,326,222,125184,176712,2524.56,4.58,0.9164,0.5378,1,0,0,1,0.2,0.06,0.75,RECON,PortScan
SESS_001,10.0.4.40,172.16.0.43,55235,22,6,2026-08-28 10:07:25,21.5042,87,28,43761,22316,3072.75,5.35,1.4983,0.1557,0,0,0,0,0.72,0.17,0.7,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_001,10.0.4.23,172.16.0.9,8577,3389,6,2026-08-28 10:06:00,11.8991,350,115,299250,36110,28183.64,39.08,1.9467,0.8588,1,1,0,0,0.1,0.72,0.57,CREDENTIAL_ACCESS,FTP-Patator
SESS_001,10.0.4.12,172.16.0.38,37978,443,6,2026-08-28 10:03:02,116.6101,140,206,74900,203528,2387.68,2.97,1.9633,0.3359,1,0,0,0,0.16,0.91,0.64,CREDENTIAL_ACCESS,FTP-Patator
SESS_001,10.0.4.26,172.16.0.18,59547,8080,6,2026-08-28 10:01:32,32.5058,339,250,13899,287250,9264.47,18.12,0.4403,0.3922,1,0,0,0,0.18,0.88,0.57,CREDENTIAL_ACCESS,FTP-Patator
SESS_001,10.0.4.12,172.16.0.30,53704,3389,6,2026-08-28 10:07:45,100.6227,74,346,57202,315206,3701.03,4.17,1.0028,0.3758,1,1,0,0,0.16,0.9,0.77,CREDENTIAL_ACCESS,FTP-Patator
SESS_001,10.0.4.20,172.16.0.20,36339,22,6,2026-08-28 10:04:42,107.5374,276,237,67896,115656,1706.87,4.77,0.4015,0.7488,1,1,0,0,0.09,0.73,0.49,LATERAL_MOVEMENT,SSH-Patator
SESS_001,192.168.1.70,172.16.0.18,48855,80,6,2026-08-28 10:07:55,94.0541,492,353,53136,381593,4622.12,8.98,1.6226,0.7041,0,1,0,0,0.03,0.16,0.67,BENIGN,BENIGN
SESS_001,10.0.4.41,172.16.0.7,22246,22,6,2026-08-28 10:04:48,61.3036,258,67,114294,43885,2580.26,5.3,1.0815,0.2754,1,0,0,0,0.02,0.88,0.45,LATERAL_MOVEMENT,SSH-Patator
SESS_001,10.0.4.45,172.16.0.28,32897,3389,6,2026-08-28 10:01:37,108.2986,53,86,39273,93654,1227.41,1.28,1.8743,0.0056,1,1,0,0,0.03,0.78,0.52,LATERAL_MOVEMENT,SSH-Patator
SESS_001,192.168.1.41,172.16.0.17,6187,22,6,2026-08-28 10:06:32,18.1888,187,392,150161,148568,16423.79,31.83,0.549,0.0555,0,0,0,0,0.04,0.09,0.84,BENIGN,BENIGN
SESS_001,192.168.1.68,172.16.0.11,55417,8080,6,2026-08-28 10:03:18,87.7039,256,358,258048,379480,7269.1,7.0,0.3552,0.424,1,1,0,0,0.12,0.0,0.79,BENIGN,BENIGN
SESS_002,192.168.1.76,172.16.0.39,12893,21,6,2026-08-28 10:03:20,107.7916,372,162,222084,40824,2439.04,4.95,0.5081,0.7548,0,0,1,0,0.03,0.22,0.63,BENIGN,BENIGN
SESS_002,192.168.1.147,172.16.0.14,18468,8080,6,2026-08-28 10:05:03,52.0637,190,209,212990,41800,4893.81,7.66,0.9765,0.5306,0,1,0,0,0.09,0.21,0.63,BENIGN,BENIGN
SESS_002,192.168.1.19,172.16.0.48,2409,8080,6,2026-08-28 10:03:24,24.4107,31,343,19096,177331,8046.76,15.32,0.8325,0.127,1,1,0,0,0.08,0.15,0.8,BENIGN,BENIGN
SESS_002,192.168.1.227,172.16.0.8,39915,21,6,2026-08-28 10:08:35,20.2139,348,64,405420,24512,21269.13,20.38,1.6465,0.3323,1,0,0,0,0.15,0.1,0.49,BENIGN,BENIGN
SESS_002,192.168.1.20,172.16.0.5,62176,80,6,2026-08-28 10:08:40,74.909,442,172,642226,213280,11420.6,8.2,1.3014,0.7564,0,0,1,0,0.01,0.14,0.65,BENIGN,BENIGN
SESS_002,192.168.1.181,172.16.0.50,46958,22,6,2026-08-28 10:08:45,7.1759,363,391,455928,548964,140037.07,105.07,0.5782,0.7572,1,1,0,0,0.17,0.13,0.51,BENIGN,BENIGN
SESS_002,192.168.1.196,172.16.0.35,60490,22,6,2026-08-28 10:01:46,113.1505,431,310,171969,157790,2914.34,6.55,0.5217,0.7442,0,1,1,0,0.14,0.06,0.76,BENIGN,BENIGN
SESS_002,192.168.1.150,172.16.0.17,45923,445,6,2026-08-28 10:01:47,72.5876,15,124,10590,123504,1847.34,1.91,0.1155,0.4065,1,0,0,0,0.14,0.14,0.56,BENIGN,BENIGN
SESS_002,192.168.1.12,172.16.0.6,64629,8080,6,2026-08-28 10:07:12,49.2822,264,273,157344,73710,4688.39,10.9,0.7868,0.0099,0,1,0,0,0.0,0.25,0.49,BENIGN,BENIGN
SESS_002,10.0.4.18,172.16.0.6,28674,140,6,2026-08-28 10:09:05,70.3627,69,273,53889,389298,6298.61,4.86,0.1956,0.2428,1,1,0,1,0.11,0.02,0.6,RECON,PortScan
SESS_002,10.0.4.13,172.16.0.31,30906,963,6,2026-08-28 10:09:10,117.4596,22,156,17710,215436,1984.9,1.52,1.7999,0.1831,1,0,1,0,0.03,0.03,0.77,RECON,PortScan
SESS_002,10.0.4.24,172.16.0.23,1367,459,6,2026-08-28 10:07:24,94.9672,275,257,214225,14135,2404.62,5.6,1.5552,0.7538,1,1,1,0,0.06,0.12,0.55,RECON,PortScan
SESS_002,10.0.4.42,172.16.0.28,23869,21,6,2026-08-28 10:01:52,100.5615,436,120,88072,116280,2032.11,5.53,0.3833,0.4381,0,1,0,0,0.79,0.15,0.64,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.50,172.16.0.20,8092,21,6,2026-08-28 10:07:32,80.1274,308,335,141372,276040,5209.35,8.02,0.0665,0.555,1,0,0,0,0.8,0.21,0.71,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.41,172.16.0.22,10690,80,6,2026-08-28 10:01:54,42.4138,328,161,224352,102557,7707.61,11.53,0.9067,0.1898,0,1,0,0,0.99,0.06,0.48,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.47,172.16.0.9,21527,21,6,2026-08-28 10:01:55,21.9173,116,371,68324,535724,27560.33,22.22,1.6112,0.0169,0,1,1,0,0.82,0.18,0.64,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.3,172.16.0.32,47703,443,6,2026-08-28 10:09:40,65.8914,19,64,16302,52992,1051.64,1.26,0.8443,0.3547,1,1,0,0,0.17,0.76,0.82,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.47,172.16.0.33,32959,21,6,2026-08-28 10:03:54,105.243,308,137,411796,36716,4261.68,4.23,0.4666,0.7405,0,0,0,0,0.13,0.61,0.47,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.32,172.16.0.20,27014,80,6,2026-08-28 10:03:56,81.4511,174,73,227592,77161,3741.55,3.03,0.959,0.7904,1,1,0,0,0.12,0.94,0.82,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.33,172.16.0.42,25308,21,6,2026-08-28 10:07:56,28.1411,443,87,470909,59247,18839.21,18.83,0.4628,0.1686,1,1,0,0,0.09,0.66,0.76,LATERAL_MOVEMENT,SSH-Patator
